,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1412,9769635,804,UKR86624,86624,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,2,Novoye Vremya Ukraine,National,"On 2 January 2023, Russian forces shelled heavy artillery at Nikopol district, Dnipropetrovsk. There were no casualties.",0,1673376409,UKR
1414,9769637,804,UKR86626,86626,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Yeline,52.0233,31.9731,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 2 January 2023, Russian forces shelled near Yeline, Chernihiv, with mortars and artillery. There were no casualties.",0,1673376409,UKR
1423,9769804,804,UKR86793,86793,2023-01-02,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Kamyanske,47.617,34.4258,2,Novoye Vremya Ukraine,National,"On 2 January 2023, Ukrainian forces intercepted Russian drones in Kamyanske district, Dnipropetrovsk. The remnants of one of the drones damaged an infrastructure facility. There were no casualties.",0,1673376410,UKR
1427,9769814,804,UKR86803,86803,2023-01-02,2023,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv - Desnianskyi,50.5097,30.6717,1,Novoye Vremya Ukraine,National,"On 2 January 2023, at night, Ukrainian air defence forces intercepted 22 Shahed drones launched by Russian forces over Kyiv. The remnants of one of the drones damaged a residential house in Kyiv - Desnianskyi. There were no casualties.",0,1673376410,UKR
1440,9769856,804,UKR86845,86845,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,Ministry of Defence of Ukraine,Other,"On 2 January 2023, Russian forces shelled near Chervonohryhorivka, Dnipropetrovsk, with tanks and artillery. Casualties unknown.",0,1673376410,UKR
1461,9769882,804,UKR86871,86871,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Musiivka,47.6115,34.4494,2,Ministry of Defence of Ukraine,Other,"On 2 January 2023, Russian forces shelled near Musiivka, Dnipropetrovsk, with tanks and artillery. Casualties unknown.",0,1673376410,UKR
1469,9769890,804,UKR86879,86879,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,Novooleksandrivka,47.2655,33.8769,2,Suspilne Media,National,"On 2 January 2023, Russian forces shelled Novooleksandrivka territorial community, Kherson, damaging civilian infrastructure. Casualties unknown.",0,1673376410,UKR
1485,9769906,804,UKR86895,86895,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Snovsk,51.8186,31.945,2,Novoye Vremya Ukraine,National,"On 2 January 2023, Russian forces shelled Snovsk territorial community, Chernihiv, with mortars and artillery. Casualties unknown.",0,1673376410,UKR
1519,9770292,804,UKR87281,87281,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Crimea,Sevastopol,,Sevastopol,44.6121,33.5244,1,Novoye Vremya Ukraine,National,"On 2 January 2023, in the evening, explosions (presumably due a Ukrainian missile strike) were heard in Sevastopol, Crimea. Casualties unknown.",0,1673376411,UKR
1529,9779278,804,UKR88042,88042,2023-01-02,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Crimea,Kerchenskyi,Semysotska,Soliane,45.3288,35.412,2,Institute for the Study of War,Other,"On 2 January 2023, Ukrainian forces fired at Arabatska Spit in Crimea (coded to Soliane, Crimea). Casualties unknown.",0,1673986324,UKR
1531,9769540,804,UKR86529,86529,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,Novoye Vremya Ukraine,National,"On 1 January 2023, Russian forces shelled Nikopol, Dnipropetrovsk. Civilian infrastructure was damaged. 1 civilian was injured.",0,1673376409,UKR
1544,9769627,804,UKR86616,86616,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,Novoye Vremya Ukraine,National,"On 1 January 2023, Russian forces shelled near Chervonohryhorivka, Dnipropetrovsk. Civilian infrastructure was damaged. No casualties.",0,1673376409,UKR
1547,9769631,804,UKR86620,86620,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,Suspilne Media,National,"On 1 January 2023, Russian forces shelled near Marhanets, Dnipropetrovsk. No casualties.",0,1673376409,UKR
1568,9769759,804,UKR86748,86748,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Dudchany,47.1879,33.7807,1,Ministry of Defence of Ukraine,Other,"On 1 January 2023, Russian forces shelled Dudchany, Kherson. Civilian infrastructure was damaged. Casualties unknown.",0,1673376410,UKR
1572,9769763,804,UKR86752,86752,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,Havrylivka,47.2261,33.8802,1,Ministry of Defence of Ukraine,Other,"On 1 January 2023, Russian forces shelled Havrylivka, Kherson. Civilian infrastructure was damaged. Casualties unknown.",0,1673376410,UKR
1578,9769769,804,UKR86758,86758,2023-01-01,2023,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Ivanivka,47.4681,33.3823,1,Ministry of Defence of Ukraine,Other,"On 1 January 2023, Russian forces shelled Ivanivka, Kherson. Civilian infrastructure was damaged. Casualties unknown.",0,1673376410,UKR
1665,9769529,804,UKR86518,86518,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Civilians (Japan); Journalists (Japan),7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv - Pecherskyi,50.427,30.5454,1,24 Channel,National,"On 31 December 2022, Russian forces launched rockets at Kyiv - Pecherskyi. Civilian infrastructure - a hotel - was damaged. 5 civilians were injured as the result of the missile attack, including 1 Japanese journalist.",0,1673376409,UKR
1667,9769536,804,UKR86525,86525,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv - Holosiivskyi,50.3273,30.5678,1,24 Channel,National,"On 31 December 2022, Russian forces launched rockets at Kyiv - Holosiivskyi. Civilian infrastructure was damaged. 5 civilians were injured.",0,1673376409,UKR
1671,9769556,804,UKR86545,86545,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.998,1,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 31 December 2022, Russian forces launched rockets at Khmelnytskyi. 1 civilian was killed and 8 civilians were injured. Ukrainian forces shot down 7 Russian rockets including launched by Russian 'Tu-95ms' airplane over Khmelnytskyi region.",1,1673376409,UKR
1672,9769557,804,UKR86546,86546,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv - Solomyanskyi,50.4267,30.4538,1,24 Channel,National,"On 31 December 2022, Russian forces launched rockets at Kyiv - Solomyanskyi. Private houses were damaged. 1 civilian was killed and 12 civilians were injured.",1,1673376409,UKR
1724,9769704,804,UKR86693,86693,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Mykolaivka,47.4966,33.3913,2,Ministry of Defence of Ukraine,Other,"On 31 December 2022, Russian forces shelled near Mykolaivka, Kherson. Casualties unknown.",0,1673376409,UKR
1727,9769707,804,UKR86696,86696,2022-12-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,24 Channel,National,"On 31 December 2022, Russian forces shelled Nikopol, Dnipropetrovsk. Civilian infrastructure was damaged. Casualties unknown.",0,1673376409,UKR
1838,9769480,804,UKR86469,86469,2022-12-30,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,2,Ministry of Defence of Ukraine,Other,"On 30 December 2022, Russian forces shelled near Nikopol, Dnipropetrovsk. Casualties unknown.",0,1673376409,UKR
1845,9769487,804,UKR86476,86476,2022-12-30,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Orlykivka,52.0689,32.4119,2,Ministry of Defence of Ukraine,Other,"On 30 December 2022, Russian forces shelled near Orlykivka, Chernihiv. Casualties unknown.",0,1673376409,UKR
1901,9769281,804,UKR86270,86270,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,Suspilne Media,National,"On 29 December 2022, Russian military forces shelled the Chervonohryhorivska hromada (coded to Chervonohryhorivka, Dnipropetrovsk). There were no casualties.",0,1673376408,UKR
1920,9769300,804,UKR86289,86289,2022-12-29,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,,1,Military Forces of Russia (2000-),,8,18,Europe,Ukraine,Kherson,Henicheskyi,Henicheska,Henichesk,46.1759,34.8034,1,Stop Corruption,National,"On 29 December 2022, Ukrainian military forces attacked (presumably with drones) a Russian military warehouse in Henichesk, Kherson. Casualties unknown.",0,1673376408,UKR
1921,9769301,804,UKR86290,86290,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kyiv,Fastivskyi,Hlevakhivska,Hlevakha,50.2596,30.3059,1,24 Channel,National,"On 29 December 2022, Russian rockets damaged a healthcare facility in Hlevakha, Kyiv. There were no casualties.",0,1673376408,UKR
1927,9769307,804,UKR86296,86296,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Ivanivka,47.4681,33.3823,1,Ministry of Defence of Ukraine,Other,"On 29 December 2022, Russian military forces shelled Ivanivka, Kherson. Casualties unknown.",0,1673376408,UKR
1929,9769309,804,UKR86298,86298,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivsk,Ivano-Frankivsk,48.9215,24.7097,3,Sprotyv; Suspilne Media,National,"On 29 December 2022, Russian military forces shelled the Ivano-Frankivsk region (coded to Ivano-Frankivsk, Ivano-Frankivsk), hitting an object of power infrastructure. A civilian was wounded.",0,1673376408,UKR
1946,9769326,804,UKR86315,86315,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kyiv,Buchanskyi,Vyshneva,Kriukivshchyna,50.3718,30.3714,1,24 Channel,National,"On 29 December 2022, Russian rockets damaged residential buildings in Kriukivshchyna, Kyiv. There were no casualties.",0,1673376408,UKR
1950,9769330,804,UKR86319,86319,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,1,24 Channel,National,"On 29 December 2022, the remnants of Russian rockets hit an industrial enterprise and a residential building in Kyiv, Kyiv. 3 civilians were wounded.",0,1673376408,UKR
1954,9769334,804,UKR86323,86323,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,3,24 Channel,National,"On 29 December 2022, Russian military forces launched missiles at two power stations in the Lviv region (coded to Lviv, Lviv). Other four missiles targeting the Lviv region were intercepted. Casualties unknown.",0,1673376408,UKR
1955,9769335,804,UKR86324,86324,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Lypivka,52.1077,31.8556,2,Ministry of Defence of Ukraine,Other,"On 29 December 2022, Russian military forces shelled in the area of Lypivka, Chernihiv. Casualties unknown.",0,1673376408,UKR
1963,9769343,804,UKR86332,86332,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,24 Channel,National,"On 29 December 2022, Russian military forces shelled civilian infrastructure in the Marhanetska hromada (coded to Marhanets, Dnipropetrovsk). There were no casualties.",0,1673376408,UKR
1975,9769355,804,UKR86344,86344,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,24 Channel,National,"On 29 December 2022, Russian military forces shelled civilian infrastructure in Nikopol, Dnipropetrovsk. There were no casualties.",0,1673376408,UKR
1981,9769361,804,UKR86350,86350,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,Novooleksandrivka,47.2655,33.8769,2,Suspilne Media,National,"On 29 December 2022, Russian military forces shelled the Novooleksandpivska hromada (coded to Novooleksandrivka, Kherson). A civilian was wounded in an unspecified location in the Kherson region that day, the casualty coded to Beryslav.",0,1673376408,UKR
1984,9769364,804,UKR86353,86353,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novovorontsovska,Novovorontsovka,47.5004,33.9175,2,Suspilne Media,National,"On 29 December 2022, Russian military forces shelled the Novovorontsovka hromada, Kherson. A civilian was wounded in an unspecified location in the Kherson region that day, the casualty coded to Beryslav.",0,1673376408,UKR
1986,9769366,804,UKR86355,86355,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,3,24 Channel,National,"On 29 December 2022, Russian rockets hit an object of critical infrastructure in the Odesa region (coded to Odesa, Odesa). 21 more Russian rockets were intercepted in the Odesa region. Casualties unknown.",0,1673376408,UKR
1995,9769376,804,UKR86365,86365,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Pokpovska,Pokrovske,47.5429,34.1551,2,Suspilne Media,National,"On 29 December 2022, Russian military forces shelled the Pokpovska hromada (coded to Pokrovske, Dnipropetrovsk). There were no casualties.",0,1673376409,UKR
2013,9769394,804,UKR86383,86383,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Odesa,Rozdilnianskyi,Lymanska,Stepove,46.7002,30.0751,1,24 Channel,National,"On 29 December 2022, a remnant of an intercepted Russian rocket hit a residential building in Stepove, Odesa. There were no casualties.",0,1673376409,UKR
2021,9769402,804,UKR86391,86391,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Tlumatska,Tlumach,48.864,25.0032,2,Suspilne Media,National,"On 29 December 2022, a Russian rocket hit a residential building in the Tlumatska hromada (coded to Tlumach, Ivano-Frankivsk) but did not explode. There were no casualties.",0,1673376409,UKR
2024,9769405,804,UKR86394,86394,2022-12-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,Europe,Ukraine,Zaporizhia,Vasylivskyi,Velykobilozerska,Velyka Bilozerka,47.2776,34.7062,2,Ministry of Defence of Ukraine,Other,"On 29 December 2022, Ukrainian forces Russian forces near Velyka Bilozerka, Zaporizhia. 115 Russian soldiers were killed in Velyka Bilozerka and Polohy (115 casualties split across two events.)",57,1673376409,UKR
